ensg	biotype	symbol	chrom
ENSG00000177464	protein_coding	GPR4	chr19
ENSG00000125746	protein_coding	EML2	chr19
ENSG00000302348	lncRNA	ENSG00000302348	chr19
ENSG00000284544	miRNA	MIR330	chr19
ENSG00000267757	lncRNA	EML2-AS1	chr19
ENSG00000241226	misc_RNA	RN7SL836P	chr19
ENSG00000010310	protein_coding	GIPR	chr19
ENSG00000207773	miRNA	MIR642A	chr19
ENSG00000283212	miRNA	MIR642B	chr19
ENSG00000125743	protein_coding	SNRPD2	chr19
ENSG00000011478	protein_coding	QPCTL	chr19
ENSG00000177051	protein_coding	FBXO46	chr19
ENSG00000279407	TEC	ENSG00000279407	chr19
ENSG00000295209	lncRNA	ENSG00000295209	chr19
ENSG00000237452	protein_coding	MEIOSIN	chr19
ENSG00000177045	protein_coding	SIX5	chr19
ENSG00000259605	lncRNA	ENSG00000259605	chr19
ENSG00000267395	lncRNA	DM1-AS	chr19
ENSG00000104936	protein_coding	DMPK	chr19
ENSG00000268434	protein_coding	ENSG00000268434	chr19
ENSG00000185800	protein_coding	DMWD	chr19
ENSG00000104941	protein_coding	RSPH6A	chr19
ENSG00000125755	protein_coding	SYMPK	chr19
ENSG00000269148	lncRNA	ENSG00000269148	chr19
ENSG00000170608	protein_coding	FOXA3	chr19
ENSG00000309717	lncRNA	ENSG00000309717	chr19
ENSG00000170604	protein_coding	IRF2BP1	chr19
ENSG00000294696	lncRNA	ENSG00000294696	chr19
ENSG00000176182	protein_coding	MYPOP	chr19
ENSG00000188425	protein_coding	NANOS2	chr19
ENSG00000303467	lncRNA	ENSG00000303467	chr19
ENSG00000104967	protein_coding	NOVA2	chr19
ENSG00000304962	lncRNA	ENSG00000304962	chr19
ENSG00000104983	protein_coding	CCDC61	chr19
ENSG00000211580	miRNA	MIR769	chr19
ENSG00000008438	protein_coding	PGLYRP1	chr19
ENSG00000268401	lncRNA	ENSG00000268401	chr19
ENSG00000204869	protein_coding	IGFL4	chr19
ENSG00000267922	lncRNA	ENSG00000267922	chr19
ENSG00000268053	processed_pseudogene	ENSG00000268053	chr19
ENSG00000188624	protein_coding	IGFL3	chr19
ENSG00000259339	processed_pseudogene	TGIF1P1	chr19
ENSG00000204866	protein_coding	IGFL2	chr19
ENSG00000269729	lncRNA	ENSG00000269729	chr19
ENSG00000268621	lncRNA	IGFL2-AS1	chr19
ENSG00000268879	unprocessed_pseudogene	IGFL1P1	chr19
ENSG00000268460	lncRNA	ENSG00000268460	chr19
ENSG00000269637	processed_pseudogene	RPL12P41	chr19
ENSG00000269745	lncRNA	ENSG00000269745	chr19
ENSG00000188293	protein_coding	IGFL1	chr19
ENSG00000305735	lncRNA	ENSG00000305735	chr19
ENSG00000305748	lncRNA	ENSG00000305748	chr19
ENSG00000277748	transcribed_unprocessed_pseudogene	ENSG00000277748	chr19
ENSG00000268238	unprocessed_pseudogene	IGFL1P2	chr19
ENSG00000124440	protein_coding	HIF3A	chr19
ENSG00000199796	snRNA	RNU6-924P	chr19
ENSG00000269124	lncRNA	ENSG00000269124	chr19
ENSG00000011485	protein_coding	PPP5C	chr19
ENSG00000269151	lncRNA	ENSG00000269151	chr19
ENSG00000305038	lncRNA	ENSG00000305038	chr19
ENSG00000169515	protein_coding	CCDC8	chr19
ENSG00000307653	lncRNA	ENSG00000307653	chr19
ENSG00000277531	protein_coding	PNMA8C	chr19
ENSG00000182013	protein_coding	PNMA8A	chr19
ENSG00000291145	lncRNA	ENSG00000291145	chr19
ENSG00000204851	protein_coding	PNMA8B	chr19
ENSG00000204850	lncRNA	ENSG00000204850	chr19
ENSG00000230510	transcribed_unprocessed_pseudogene	PPP5D1P	chr19
ENSG00000278797	unprocessed_pseudogene	ENSG00000278797	chr19
ENSG00000249210	processed_pseudogene	GAPDHP38	chr19
ENSG00000160014	protein_coding	CALM3	chr19
ENSG00000269292	lncRNA	ENSG00000269292	chr19
ENSG00000302712	lncRNA	ENSG00000302712	chr19
ENSG00000160013	protein_coding	PTGIR	chr19
ENSG00000297792	lncRNA	ENSG00000297792	chr19
ENSG00000167414	protein_coding	GNG8	chr19
ENSG00000279161	TEC	ENSG00000279161	chr19
ENSG00000300899	lncRNA	ENSG00000300899	chr19
ENSG00000197380	protein_coding	DACT3	chr19
ENSG00000245598	lncRNA	DACT3-AS1	chr19
ENSG00000105287	protein_coding	PRKD2	chr19
ENSG00000243560	misc_RNA	RN7SL364P	chr19
ENSG00000211513	miRNA	MIR320E	chr19
ENSG00000090372	protein_coding	STRN4	chr19
ENSG00000269487	lncRNA	ENSG00000269487	chr19
ENSG00000222614	misc_RNA	Y_RNA	chr19
ENSG00000181027	protein_coding	FKRP	chr19
ENSG00000105281	protein_coding	SLC1A5	chr19
ENSG00000275719	lncRNA	ENSG00000275719	chr19
ENSG00000275862	processed_pseudogene	ENSG00000275862	chr19
ENSG00000269576	processed_pseudogene	HNRNPMP2	chr19
ENSG00000309679	lncRNA	ENSG00000309679	chr19
ENSG00000269014	processed_pseudogene	ENSG00000269014	chr19
ENSG00000042753	protein_coding	AP2S1	chr19
ENSG00000306538	lncRNA	ENSG00000306538	chr19
ENSG00000160007	protein_coding	ARHGAP35	chr19
ENSG00000307953	lncRNA	ENSG00000307953	chr19
ENSG00000130751	protein_coding	NPAS1	chr19
ENSG00000130748	protein_coding	TMEM160	chr19
ENSG00000130749	protein_coding	ZC3H4	chr19
ENSG00000308160	lncRNA	ENSG00000308160	chr19
ENSG00000142230	protein_coding	SAE1	chr19
ENSG00000105327	protein_coding	BBC3	chr19
ENSG00000265134	miRNA	MIR3190	chr19
ENSG00000284411	miRNA	MIR3191	chr19
ENSG00000289915	lncRNA	ENSG00000289915	chr19
ENSG00000286669	lncRNA	ENSG00000286669	chr19
ENSG00000105321	protein_coding	CCDC9	chr19
ENSG00000298666	lncRNA	ENSG00000298666	chr19
ENSG00000257704	protein_coding	INAFM1	chr19
ENSG00000197405	protein_coding	C5AR1	chr19
ENSG00000293779	lncRNA	ENSG00000293779	chr19
ENSG00000134830	protein_coding	C5AR2	chr19
ENSG00000134815	protein_coding	DHX34	chr19
ENSG00000288827	lncRNA	ENSG00000288827	chr19
ENSG00000105419	protein_coding	MEIS3	chr19
ENSG00000118160	protein_coding	SLC8A2	chr19
ENSG00000287896	lncRNA	ENSG00000287896	chr19
ENSG00000118162	protein_coding	KPTN	chr19
ENSG00000268061	lncRNA	NAPA-AS1	chr19
ENSG00000105402	protein_coding	NAPA	chr19
ENSG00000279861	TEC	ENSG00000279861	chr19
ENSG00000118156	protein_coding	ZNF541	chr19
ENSG00000276588	misc_RNA	RN7SL322P	chr19
ENSG00000301500	lncRNA	ENSG00000301500	chr19
ENSG00000268746	lncRNA	ENSG00000268746	chr19
ENSG00000277383	lncRNA	BICRA-AS2	chr19
ENSG00000063169	protein_coding	BICRA	chr19
ENSG00000269806	lncRNA	BICRA-AS1	chr19
ENSG00000299864	lncRNA	ENSG00000299864	chr19
ENSG00000278999	TEC	ENSG00000278999	chr19
ENSG00000024422	protein_coding	EHD2	chr19
ENSG00000309253	lncRNA	ENSG00000309253	chr19
ENSG00000105373	protein_coding	NOP53	chr19
ENSG00000221803	snoRNA	SNORD23	chr19
ENSG00000269656	lncRNA	NOP53-AS1	chr19
ENSG00000178980	protein_coding	SELENOW	chr19
ENSG00000213035	transcribed_processed_pseudogene	RPL23AP80	chr19
ENSG00000271150	transcribed_processed_pseudogene	ENSG00000271150	chr19
ENSG00000303174	lncRNA	ENSG00000303174	chr19
ENSG00000303196	lncRNA	ENSG00000303196	chr19
ENSG00000178928	protein_coding	TPRX1	chr19
ENSG00000105392	protein_coding	CRX	chr19
ENSG00000259009	protein_coding	TPRX2	chr19
ENSG00000259108	lncRNA	LINC01595	chr19
ENSG00000105398	protein_coding	SULT2A1	chr19
ENSG00000188334	protein_coding	BSPH1	chr19
ENSG00000169393	protein_coding	ELSPBP1	chr19
ENSG00000105507	protein_coding	CABP5	chr19
ENSG00000105499	protein_coding	PLA2G4C	chr19
ENSG00000269420	lncRNA	PLA2G4C-AS1	chr19
ENSG00000105486	protein_coding	LIG1	chr19
ENSG00000269534	lncRNA	ENSG00000269534	chr19
ENSG00000269321	lncRNA	ENSG00000269321	chr19
ENSG00000185453	protein_coding	ZSWIM9	chr19
ENSG00000105483	protein_coding	CARD8	chr19
ENSG00000280353	TEC	ENSG00000280353	chr19
ENSG00000268583	lncRNA	ENSG00000268583	chr19
ENSG00000268001	lncRNA	CARD8-AS1	chr19
ENSG00000268186	lncRNA	ZNF114-AS1	chr19
ENSG00000178150	protein_coding	ZNF114	chr19
ENSG00000105479	protein_coding	ODAD1	chr19
ENSG00000142227	protein_coding	EMP3	chr19
ENSG00000161558	protein_coding	TMEM143	chr19
ENSG00000105467	protein_coding	SYNGR4	chr19
ENSG00000105438	protein_coding	KDELR1	chr19
ENSG00000105464	protein_coding	GRIN2D	chr19
ENSG00000105447	protein_coding	GRWD1	chr19
ENSG00000182324	protein_coding	KCNJ14	chr19
ENSG00000268530	lncRNA	ENSG00000268530	chr19
ENSG00000268465	protein_coding	ENSG00000268465	chr19
ENSG00000105443	protein_coding	CYTH2	chr19
ENSG00000301887	lncRNA	ENSG00000301887	chr19
ENSG00000142235	protein_coding	LMTK3	chr19
ENSG00000287603	lncRNA	ENSG00000287603	chr19
ENSG00000088002	protein_coding	SULT2B1	chr19
ENSG00000105523	protein_coding	FAM83E	chr19
ENSG00000177202	protein_coding	SPACA4	chr19
ENSG00000063177	protein_coding	RPL18	chr19
ENSG00000304120	lncRNA	ENSG00000304120	chr19
ENSG00000268093	lncRNA	ENSG00000268093	chr19
ENSG00000063176	protein_coding	SPHK2	chr19
ENSG00000105516	protein_coding	DBP	chr19
ENSG00000063180	protein_coding	CA11	chr19
ENSG00000293426	lncRNA	SEC1P	chr19
ENSG00000142233	protein_coding	NTN5	chr19
ENSG00000232871	transcribed_unitary_pseudogene	SEC1P	chr19
ENSG00000176920	protein_coding	FUT2	chr19
ENSG00000176909	protein_coding	MAMSTR	chr19
ENSG00000105538	protein_coding	RASIP1	chr19
ENSG00000306119	lncRNA	ENSG00000306119	chr19
ENSG00000182264	protein_coding	IZUMO1	chr19
ENSG00000174951	protein_coding	FUT1	chr19
ENSG00000105550	protein_coding	FGF21	chr19
ENSG00000206758	snRNA	RNU6-317P	chr19
ENSG00000105552	protein_coding	BCAT2	chr19
ENSG00000286024	lncRNA	ENSG00000286024	chr19
ENSG00000087076	protein_coding	HSD17B14	chr19
ENSG00000105559	protein_coding	PLEKHA4	chr19
ENSG00000087074	protein_coding	PPP1R15A	chr19
ENSG00000104804	protein_coding	TULP2	chr19
ENSG00000104805	protein_coding	NUCB1	chr19
ENSG00000235191	lncRNA	NUCB1-AS1	chr19
ENSG00000260366	lncRNA	ENSG00000260366	chr19
ENSG00000309215	lncRNA	ENSG00000309215	chr19
ENSG00000104808	protein_coding	DHDH	chr19
ENSG00000305635	lncRNA	ENSG00000305635	chr19
ENSG00000087088	protein_coding	BAX	chr19
ENSG00000305667	lncRNA	ENSG00000305667	chr19
ENSG00000267898	lncRNA	ENSG00000267898	chr19
ENSG00000087086	protein_coding	FTL	chr19
ENSG00000104812	protein_coding	GYS1	chr19
ENSG00000183207	protein_coding	RUVBL2	chr19
ENSG00000273898	miRNA	MIR6798	chr19
ENSG00000104826	protein_coding	LHB	chr19
ENSG00000268655	protein_coding	SAXO3	chr19
ENSG00000104827	protein_coding	CGB3	chr19
ENSG00000267335	protein_coding	ENSG00000267335	chr19
ENSG00000267019	unprocessed_pseudogene	NTF6A	chr19
ENSG00000267099	unprocessed_pseudogene	NTF6G	chr19
ENSG00000104818	protein_coding	CGB2	chr19
ENSG00000267631	protein_coding	CGB1	chr19
ENSG00000267685	unprocessed_pseudogene	NTF6B	chr19
ENSG00000268669	unprocessed_pseudogene	ENSG00000268669	chr19
ENSG00000189052	protein_coding	CGB5	chr19
ENSG00000213030	protein_coding	CGB8	chr19
ENSG00000299502	lncRNA	ENSG00000299502	chr19
ENSG00000269706	transcribed_unprocessed_pseudogene	ENSG00000269706	chr19
ENSG00000196337	protein_coding	CGB7	chr19
ENSG00000283663	protein_coding	ENSG00000283663	chr19
ENSG00000283251	transcribed_unprocessed_pseudogene	ENSG00000283251	chr19
ENSG00000268108	lncRNA	ENSG00000268108	chr19
ENSG00000225950	protein_coding	NTF4	chr19
ENSG00000268287	lncRNA	ENSG00000268287	chr19
ENSG00000104848	protein_coding	KCNA7	chr19
ENSG00000265675	misc_RNA	RN7SL708P	chr19
ENSG00000104852	protein_coding	SNRNP70	chr19
ENSG00000297778	lncRNA	ENSG00000297778	chr19
ENSG00000104863	protein_coding	LIN7B	chr19
ENSG00000221916	protein_coding	C19orf73	chr19
ENSG00000177380	protein_coding	PPFIA3	chr19
ENSG00000130528	protein_coding	HRC	chr19
ENSG00000130529	protein_coding	TRPM4	chr19
ENSG00000297851	lncRNA	ENSG00000297851	chr19
ENSG00000297879	lncRNA	ENSG00000297879	chr19
ENSG00000269009	transcribed_processed_pseudogene	SLC6A21P	chr19
ENSG00000235555	processed_pseudogene	SUMO1P4	chr19
ENSG00000063127	protein_coding	SLC6A16	chr19
ENSG00000304570	lncRNA	ENSG00000304570	chr19
ENSG00000265407	miRNA	MIR4324	chr19
ENSG00000197813	lncRNA	ENSG00000197813	chr19
ENSG00000104894	protein_coding	CD37	chr19
ENSG00000074219	protein_coding	TEAD2	chr19
ENSG00000268157	lncRNA	ENSG00000268157	chr19
ENSG00000104901	protein_coding	DKKL1	chr19
ENSG00000268686	lncRNA	ENSG00000268686	chr19
ENSG00000161609	protein_coding	KASH5	chr19
ENSG00000302245	lncRNA	ENSG00000302245	chr19
ENSG00000142538	protein_coding	PTH2	chr19
ENSG00000261949	protein_coding	GFY	chr19
ENSG00000104888	protein_coding	SLC17A7	chr19
ENSG00000305589	lncRNA	ENSG00000305589	chr19
ENSG00000104872	protein_coding	PIH1D1	chr19
ENSG00000161618	protein_coding	ALDH16A1	chr19
ENSG00000269469	protein_coding	ENSG00000269469	chr19
ENSG00000090554	protein_coding	FLT3LG	chr19
ENSG00000273189	lncRNA	ENSG00000273189	chr19
ENSG00000142541	protein_coding	RPL13A	chr19
ENSG00000201675	snoRNA	SNORD32A	chr19
ENSG00000199631	snoRNA	SNORD33	chr19
ENSG00000202503	snoRNA	SNORD34	chr19
ENSG00000200259	snoRNA	SNORD35A	chr19
ENSG00000142534	protein_coding	RPS11	chr19
ENSG00000200530	snoRNA	SNORD35B	chr19
ENSG00000207782	miRNA	MIR150	chr19
ENSG00000268681	processed_pseudogene	COX6CP7	chr19
ENSG00000104870	protein_coding	FCGRT	chr19
ENSG00000142552	protein_coding	RCN3	chr19
ENSG00000142546	protein_coding	NOSIP	chr19
ENSG00000207073	misc_RNA	Y_RNA	chr19
ENSG00000126460	protein_coding	PRRG2	chr19
ENSG00000126464	protein_coding	PRR12	chr19
ENSG00000268636	lncRNA	ENSG00000268636	chr19
ENSG00000126458	protein_coding	RRAS	chr19
ENSG00000126461	protein_coding	SCAF1	chr19
ENSG00000126456	protein_coding	IRF3	chr19
ENSG00000126453	protein_coding	BCL2L12	chr19
ENSG00000126457	protein_coding	PRMT1	chr19
ENSG00000274306	miRNA	MIR5088	chr19
ENSG00000268677	lncRNA	ENSG00000268677	chr19
ENSG00000224420	protein_coding	ADM5	chr19
ENSG00000169169	protein_coding	CPT1C	chr19
ENSG00000295494	lncRNA	ENSG00000295494	chr19
ENSG00000243829	processed_pseudogene	ENSG00000243829	chr19
ENSG00000126467	protein_coding	TSKS	chr19
ENSG00000309631	lncRNA	ENSG00000309631	chr19
ENSG00000206599	snRNA	RNU6-841P	chr19
ENSG00000309651	lncRNA	ENSG00000309651	chr19
ENSG00000196961	protein_coding	AP2A1	chr19
ENSG00000276270	miRNA	MIR6799	chr19
ENSG00000297022	lncRNA	ENSG00000297022	chr19
ENSG00000010361	protein_coding	FUZ	chr19
ENSG00000269194	lncRNA	ENSG00000269194	chr19
ENSG00000295248	lncRNA	ENSG00000295248	chr19
ENSG00000104973	protein_coding	MED25	chr19
ENSG00000284114	miRNA	MIR6800	chr19
ENSG00000268006	lncRNA	PTOV1-AS1	chr19
ENSG00000104960	protein_coding	PTOV1	chr19
ENSG00000268047	lncRNA	ENSG00000268047	chr19
ENSG00000265954	miRNA	MIR4749	chr19
ENSG00000269352	lncRNA	PTOV1-AS2	chr19
ENSG00000039650	protein_coding	PNKP	chr19
ENSG00000204673	protein_coding	AKT1S1	chr19
ENSG00000104946	protein_coding	TBC1D17	chr19
ENSG00000284394	miRNA	MIR4750	chr19
ENSG00000104951	protein_coding	IL4I1	chr19
ENSG00000213024	protein_coding	NUP62	chr19
ENSG00000269179	protein_coding	ENSG00000269179	chr19
ENSG00000169136	protein_coding	ATF5	chr19
ENSG00000283842	miRNA	MIR4751	chr19
ENSG00000161640	protein_coding	SIGLEC11	chr19
ENSG00000221125	snoRNA	U3	chr19
ENSG00000301908	lncRNA	ENSG00000301908	chr19
ENSG00000161643	protein_coding	SIGLEC16	chr19
ENSG00000105053	protein_coding	VRK3	chr19
ENSG00000276729	misc_RNA	Metazoa_SRP	chr19
ENSG00000142528	protein_coding	ZNF473	chr19
ENSG00000298681	lncRNA	ENSG00000298681	chr19
ENSG00000269091	lncRNA	ENSG00000269091	chr19
ENSG00000204666	lncRNA	ZNF473CR	chr19
ENSG00000269540	processed_pseudogene	ENSG00000269540	chr19
ENSG00000267890	lncRNA	ENSG00000267890	chr19
ENSG00000287001	lncRNA	ENSG00000287001	chr19
ENSG00000161652	protein_coding	IZUMO2	chr19
ENSG00000301778	lncRNA	ENSG00000301778	chr19
ENSG00000105357	protein_coding	MYH14	chr19
ENSG00000276002	misc_RNA	Metazoa_SRP	chr19
ENSG00000267815	lncRNA	ENSG00000267815	chr19
ENSG00000131398	protein_coding	KCNC3	chr19
ENSG00000131408	protein_coding	NR1H2	chr19
ENSG00000291230	lncRNA	NAPSB	chr19
ENSG00000131401	transcribed_unprocessed_pseudogene	NAPSB	chr19
ENSG00000131400	protein_coding	NAPSA	chr19
ENSG00000269392	lncRNA	ENSG00000269392	chr19
ENSG00000062822	protein_coding	POLD1	chr19
ENSG00000142539	protein_coding	ENSG00000142539	chr19
ENSG00000269404	protein_coding	SPIB	chr19
ENSG00000086967	protein_coding	MYBPC2	chr19
ENSG00000142530	protein_coding	GARIN5A	chr19
ENSG00000161671	protein_coding	EMC10	chr19
ENSG00000268854	lncRNA	ENSG00000268854	chr19
ENSG00000268518	lncRNA	MYREM	chr19
ENSG00000161677	protein_coding	JOSD2	chr19
ENSG00000204653	protein_coding	ASPDH	chr19
ENSG00000131409	protein_coding	LRRC4B	chr19
ENSG00000299174	lncRNA	ENSG00000299174	chr19
ENSG00000268231	lncRNA	ENSG00000268231	chr19
ENSG00000298650	lncRNA	ENSG00000298650	chr19
ENSG00000213023	protein_coding	SYT3	chr19
ENSG00000235034	protein_coding	C19orf81	chr19
ENSG00000161681	protein_coding	SHANK1	chr19
ENSG00000105472	protein_coding	CLEC11A	chr19
ENSG00000305066	lncRNA	ENSG00000305066	chr19
ENSG00000269565	unprocessed_pseudogene	GPR32P1	chr19
ENSG00000142511	protein_coding	GPR32	chr19
ENSG00000261341	protein_coding	SMIM47	chr19
ENSG00000142513	protein_coding	ACP4	chr19
ENSG00000268375	lncRNA	ENSG00000268375	chr19
ENSG00000293495	lncRNA	C19orf48P	chr19
ENSG00000167747	transcribed_unitary_pseudogene	C19orf48P	chr19
ENSG00000221381	snoRNA	SNORD88B	chr19
ENSG00000221241	snoRNA	SNORD88A	chr19
ENSG00000220988	snoRNA	SNORD88C	chr19
ENSG00000293414	lncRNA	TMEM277P	chr19
ENSG00000305714	lncRNA	ENSG00000305714	chr19
ENSG00000284711	transcribed_unitary_pseudogene	ENSG00000284711	chr19
ENSG00000180279	transcribed_unitary_pseudogene	TMEM277P	chr19
ENSG00000167748	protein_coding	KLK1	chr19
ENSG00000174562	protein_coding	KLK15	chr19
ENSG00000267968	lncRNA	ENSG00000267968	chr19
ENSG00000142515	protein_coding	KLK3	chr19
ENSG00000167751	protein_coding	KLK2	chr19
ENSG00000290915	lncRNA	KLKP1	chr19
ENSG00000197588	transcribed_unprocessed_pseudogene	KLKP1	chr19
ENSG00000167749	protein_coding	KLK4	chr19
ENSG00000228674	processed_pseudogene	PPIAP59	chr19
ENSG00000167754	protein_coding	KLK5	chr19
ENSG00000269495	lncRNA	ENSG00000269495	chr19
ENSG00000167755	protein_coding	KLK6	chr19
ENSG00000279676	TEC	ENSG00000279676	chr19
ENSG00000267879	lncRNA	ENSG00000267879	chr19
ENSG00000169035	protein_coding	KLK7	chr19
ENSG00000129455	protein_coding	KLK8	chr19
ENSG00000269741	protein_coding	ENSG00000269741	chr19
ENSG00000213022	protein_coding	KLK9	chr19
ENSG00000129451	protein_coding	KLK10	chr19
ENSG00000268739	lncRNA	ENSG00000268739	chr19
ENSG00000167757	protein_coding	KLK11	chr19
ENSG00000186474	protein_coding	KLK12	chr19
ENSG00000268906	lncRNA	ENSG00000268906	chr19
ENSG00000268390	lncRNA	ENSG00000268390	chr19
ENSG00000167759	protein_coding	KLK13	chr19
ENSG00000309146	lncRNA	ENSG00000309146	chr19
ENSG00000129437	protein_coding	KLK14	chr19
ENSG00000142544	protein_coding	CTU1	chr19
ENSG00000268595	lncRNA	ENSG00000268595	chr19
ENSG00000306722	lncRNA	ENSG00000306722	chr19
ENSG00000268581	transcribed_unprocessed_pseudogene	SIGLEC18P	chr19
ENSG00000306607	lncRNA	ENSG00000306607	chr19
ENSG00000129450	protein_coding	SIGLEC9	chr19
ENSG00000267990	transcribed_unprocessed_pseudogene	ENSG00000267990	chr19
ENSG00000306696	lncRNA	ENSG00000306696	chr19
ENSG00000168995	protein_coding	SIGLEC7	chr19
ENSG00000267895	transcribed_unprocessed_pseudogene	ENSG00000267895	chr19
ENSG00000269681	processed_pseudogene	ENSG00000269681	chr19
ENSG00000291114	lncRNA	SIGLEC17P	chr19
ENSG00000171101	transcribed_unprocessed_pseudogene	SIGLEC17P	chr19
ENSG00000268336	unprocessed_pseudogene	SIGLEC20P	chr19
ENSG00000268652	transcribed_processed_pseudogene	ENSG00000268652	chr19
ENSG00000269253	unprocessed_pseudogene	SIGLEC21P	chr19
ENSG00000278617	miRNA	MIR8074	chr19
ENSG00000290859	lncRNA	ENSG00000290859	chr19
ENSG00000268849	transcribed_unprocessed_pseudogene	SIGLEC22P	chr19
ENSG00000105383	protein_coding	CD33	chr19
ENSG00000179213	protein_coding	SIGLECL1	chr19
ENSG00000268318	lncRNA	LINC01872	chr19
ENSG00000269021	transcribed_unitary_pseudogene	SIGLEC24P	chr19
ENSG00000299241	lncRNA	ENSG00000299241	chr19
ENSG00000142549	protein_coding	IGLON5	chr19
ENSG00000299129	lncRNA	ENSG00000299129	chr19
ENSG00000186806	protein_coding	VSIG10L	chr19
ENSG00000267905	lncRNA	VSIG10L-AS1	chr19
ENSG00000267984	lncRNA	ENSG00000267984	chr19
ENSG00000105379	protein_coding	ETFB	chr19
ENSG00000269403	protein_coding	ENSG00000269403	chr19
ENSG00000268520	lncRNA	ENSG00000268520	chr19
ENSG00000297420	lncRNA	ENSG00000297420	chr19
ENSG00000160318	protein_coding	CLDND2	chr19
ENSG00000105374	protein_coding	NKG7	chr19
ENSG00000105370	protein_coding	LIM2	chr19
ENSG00000268889	lncRNA	LIM2-AS1	chr19
ENSG00000262874	protein_coding	C19orf84	chr19
ENSG00000268144	processed_pseudogene	NIFKP6	chr19
ENSG00000142512	protein_coding	SIGLEC10	chr19
ENSG00000254760	lncRNA	SIGLEC10-AS2	chr19
ENSG00000255441	lncRNA	SIGLEC10-AS1	chr19
ENSG00000268711	unprocessed_pseudogene	ENSG00000268711	chr19
ENSG00000269181	processed_pseudogene	ENSG00000269181	chr19
ENSG00000105366	protein_coding	SIGLEC8	chr19
ENSG00000301984	lncRNA	ENSG00000301984	chr19
ENSG00000268957	unprocessed_pseudogene	ENSG00000268957	chr19
ENSG00000213822	protein_coding	CEACAM18	chr19
ENSG00000254521	protein_coding	SIGLEC12	chr19
ENSG00000268839	unprocessed_pseudogene	ENSG00000268839	chr19
ENSG00000295943	lncRNA	ENSG00000295943	chr19
ENSG00000269580	transcribed_unprocessed_pseudogene	SIGLEC27P	chr19
ENSG00000105492	protein_coding	SIGLEC6	chr19
ENSG00000268777	lncRNA	ENSG00000268777	chr19
ENSG00000269130	unprocessed_pseudogene	ENSG00000269130	chr19
ENSG00000268267	unprocessed_pseudogene	SIGLEC29P	chr19
ENSG00000289967	lncRNA	ENSG00000289967	chr19
ENSG00000105497	protein_coding	ZNF175	chr19
ENSG00000289037	lncRNA	LINC01530	chr19
ENSG00000293175	lncRNA	ENSG00000293175	chr19
ENSG00000269388	transcribed_processed_pseudogene	ENSG00000269388	chr19
ENSG00000267808	lncRNA	ENSG00000267808	chr19
ENSG00000268500	protein_coding	SIGLEC5	chr19
ENSG00000244071	processed_pseudogene	RPL9P33	chr19
ENSG00000105501	lncRNA	SIGLEC5	chr19
ENSG00000254415	protein_coding	SIGLEC14	chr19
ENSG00000306276	lncRNA	ENSG00000306276	chr19
ENSG00000243469	transcribed_processed_pseudogene	RPL7P51	chr19
ENSG00000295145	lncRNA	ENSG00000295145	chr19
ENSG00000269959	lncRNA	SPACA6-AS1	chr19
ENSG00000182310	protein_coding	SPACA6	chr19
ENSG00000207550	miRNA	MIR99B	chr19
ENSG00000198972	miRNA	MIRLET7E	chr19
ENSG00000208008	miRNA	MIR125A	chr19
ENSG00000298915	lncRNA	ENSG00000298915	chr19
ENSG00000105509	protein_coding	HAS1	chr19
ENSG00000304078	lncRNA	ENSG00000304078	chr19
ENSG00000295953	lncRNA	ENSG00000295953	chr19
ENSG00000171051	protein_coding	FPR1	chr19
ENSG00000171049	protein_coding	FPR2	chr19
ENSG00000306035	lncRNA	ENSG00000306035	chr19
ENSG00000286236	lncRNA	ENSG00000286236	chr19
ENSG00000298727	lncRNA	ENSG00000298727	chr19
ENSG00000187474	protein_coding	FPR3	chr19
ENSG00000161551	protein_coding	ZNF577	chr19
ENSG00000268316	lncRNA	ENSG00000268316	chr19
ENSG00000269483	transcribed_unprocessed_pseudogene	ENSG00000269483	chr19
ENSG00000283236	transcribed_unprocessed_pseudogene	ENSG00000283236	chr19
ENSG00000268095	lncRNA	ZNF649-AS1	chr19
ENSG00000198093	protein_coding	ZNF649	chr19
ENSG00000283285	unprocessed_pseudogene	ENSG00000283285	chr19
ENSG00000298273	lncRNA	ENSG00000298273	chr19
ENSG00000176024	protein_coding	ZNF613	chr19
ENSG00000269235	lncRNA	ZNF350-AS1	chr19
ENSG00000256683	protein_coding	ZNF350	chr19
ENSG00000197619	protein_coding	ZNF615	chr19
ENSG00000297250	lncRNA	ENSG00000297250	chr19
ENSG00000142556	protein_coding	ZNF614	chr19
ENSG00000256087	protein_coding	ZNF432	chr19
ENSG00000275055	lncRNA	ENSG00000275055	chr19
ENSG00000260160	lncRNA	ENSG00000260160	chr19
ENSG00000197608	protein_coding	ZNF841	chr19
ENSG00000300777	lncRNA	ENSG00000300777	chr19
ENSG00000270248	transcribed_processed_pseudogene	ENSG00000270248	chr19
ENSG00000204611	protein_coding	ZNF616	chr19
ENSG00000267827	lncRNA	ENSG00000267827	chr19
ENSG00000268458	lncRNA	ENSG00000268458	chr19
ENSG00000243680	processed_pseudogene	RPL37P23	chr19
ENSG00000196267	protein_coding	ZNF836	chr19
ENSG00000105568	protein_coding	PPP2R1A	chr19
ENSG00000267927	lncRNA	ENSG00000267927	chr19
ENSG00000274380	miRNA	MIR6801	chr19
ENSG00000268015	lncRNA	ENSG00000268015	chr19
