ensembl_id	symbol	name	type_of_gene
ENSG00000020129	NCDN	neurochondrin	protein-coding
ENSG00000020181	ADGRA2	adhesion G protein-coupled receptor A2	protein-coding
ENSG00000020219	CCT8L1P	chaperonin containing TCP1 subunit 8 like 1, pseudogene	pseudo
ENSG00000020256	ZFP64	ZFP64 zinc finger protein	protein-coding
ENSG00000020426	MNAT1	MNAT1 component of CDK activating kinase	protein-coding
ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A	protein-coding
ENSG00000020633	RUNX3	RUNX family transcription factor 3	protein-coding
ENSG00000020922	MRE11	MRE11 double strand break repair nuclease	protein-coding
ENSG00000021300	PLEKHB1	pleckstrin homology domain containing B1	protein-coding
ENSG00000021355	SERPINB1	serpin family B member 1	protein-coding
ENSG00000021461	CYP3A43	cytochrome P450 family 3 subfamily A member 43	protein-coding
ENSG00000021488	SLC7A9	solute carrier family 7 member 9	protein-coding
ENSG00000021574	SPAST	spastin	protein-coding
ENSG00000021645	NRXN3	neurexin 3	protein-coding
ENSG00000021762	OSBPL5	oxysterol binding protein like 5	protein-coding
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor	protein-coding
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1	protein-coding
ENSG00000021852	C8B	complement C8 beta chain	protein-coding
ENSG00000022267	FHL1	four and a half LIM domains 1	protein-coding
ENSG00000022277	RTF2	replication termination factor 2	protein-coding
ENSG00000022355	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1	protein-coding
ENSG00000022556	NLRP2	NLR family pyrin domain containing 2	protein-coding
ENSG00000022567	SLC45A4	solute carrier family 45 member 4	protein-coding
ENSG00000022840	RNF10	ring finger protein 10	protein-coding
ENSG00000022976	ZNF839	zinc finger protein 839	protein-coding
ENSG00000023041	ZDHHC6	zDHHC palmitoyltransferase 6	protein-coding
ENSG00000023171	GRAMD1B	GRAM domain containing 1B	protein-coding
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1	protein-coding
ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	protein-coding
ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1	protein-coding
ENSG00000023318	ERP44	endoplasmic reticulum protein 44	protein-coding
ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1	protein-coding
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	protein-coding
ENSG00000023516	AKAP11	A-kinase anchoring protein 11	protein-coding
ENSG00000023572	GLRX2	glutaredoxin 2	protein-coding
ENSG00000023608	SNAPC1	small nuclear RNA activating complex polypeptide 1	protein-coding
ENSG00000023697	DERA	deoxyribose-phosphate aldolase	protein-coding
ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein	protein-coding
ENSG00000023839	ABCC2	ATP binding cassette subfamily C member 2	protein-coding
ENSG00000023892	DEF6	DEF6 guanine nucleotide exchange factor	protein-coding
ENSG00000023902	PLEKHO1	pleckstrin homology domain containing O1	protein-coding
ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit	protein-coding
ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2	protein-coding
ENSG00000024422	EHD2	EH domain containing 2	protein-coding
ENSG00000024526	DEPDC1	DEP domain containing 1	protein-coding
ENSG00000024862	CCDC28A	coiled-coil domain containing 28A	protein-coding
ENSG00000025039	RRAGD	Ras related GTP binding D	protein-coding
ENSG00000025156	HSF2	heat shock transcription factor 2	protein-coding
ENSG00000025293	PHF20	PHD finger protein 20	protein-coding
ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding
ENSG00000025434	NR1H3	nuclear receptor subfamily 1 group H member 3	protein-coding
ENSG00000025708	TYMP	thymidine phosphorylase	protein-coding
ENSG00000025770	NCAPH2	non-SMC condensin II complex subunit H2	protein-coding
ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34	protein-coding
ENSG00000025796	SEC63	SEC63 protein translocation regulator	protein-coding
ENSG00000025800	KPNA6	karyopherin subunit alpha 6	protein-coding
ENSG00000026025	VIM	vimentin	protein-coding
ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)	ncRNA
ENSG00000026103	FAS	Fas cell surface death receptor	protein-coding
ENSG00000026297	RNASET2	ribonuclease T2	protein-coding
ENSG00000026508	CD44	CD44 molecule (IN blood group)	protein-coding
ENSG00000026559	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	protein-coding
ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	protein-coding
ENSG00000026751	SLAMF7	SLAM family member 7	protein-coding
ENSG00000026950	BTN3A1	butyrophilin subfamily 3 member A1	protein-coding
ENSG00000027001	MIPEP	mitochondrial intermediate peptidase	protein-coding
ENSG00000027075	PRKCH	protein kinase C eta	protein-coding
ENSG00000027644	INSRR	insulin receptor related receptor	protein-coding
ENSG00000027697	IFNGR1	interferon gamma receptor 1	protein-coding
ENSG00000027847	B4GALT7	beta-1,4-galactosyltransferase 7	protein-coding
ENSG00000027869	SH2D2A	SH2 domain containing 2A	protein-coding
ENSG00000028116	VRK2	VRK serine/threonine kinase 2	protein-coding
ENSG00000028137	TNFRSF1B	TNF receptor superfamily member 1B	protein-coding
ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein	protein-coding
ENSG00000028277	POU2F2	POU class 2 homeobox 2	protein-coding
ENSG00000028310	BRD9	bromodomain containing 9	protein-coding
ENSG00000028528	SNX1	sorting nexin 1	protein-coding
ENSG00000028839	TBPL1	TATA-box binding protein like 1	protein-coding
ENSG00000029153	BMAL2	basic helix-loop-helix ARNT like 2	protein-coding
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	protein-coding
ENSG00000029364	SLC39A9	solute carrier family 39 member 9	protein-coding
ENSG00000029534	ANK1	ankyrin 1	protein-coding
ENSG00000029559	IBSP	integrin binding sialoprotein	protein-coding
ENSG00000029639	TFB1M	transcription factor B1, mitochondrial	protein-coding
ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1	protein-coding
ENSG00000029993	HMGB3	high mobility group box 3	protein-coding
ENSG00000030066	NUP160	nucleoporin 160	protein-coding
ENSG00000030110	BAK1	BCL2 antagonist/killer 1	protein-coding
ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase	protein-coding
ENSG00000030419	IKZF2	IKAROS family zinc finger 2	protein-coding
ENSG00000030582	GRN	granulin precursor	protein-coding
ENSG00000031003	FAM13B	family with sequence similarity 13 member B	protein-coding
ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31	protein-coding
ENSG00000031691	CENPQ	centromere protein Q	protein-coding
ENSG00000031698	SARS1	seryl-tRNA synthetase 1	protein-coding
ENSG00000031823	RANBP3	RAN binding protein 3	protein-coding
ENSG00000032219	ARID4A	AT-rich interaction domain 4A	protein-coding
ENSG00000032389	EIPR1	EARP complex and GARP complex interacting protein 1	protein-coding
ENSG00000032444	PNPLA6	patatin like domain 6, lysophospholipase	protein-coding
ENSG00000032742	IFT88	intraflagellar transport 88	protein-coding
ENSG00000033011	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	protein-coding
ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	protein-coding
ENSG00000033050	ABCF2	ATP binding cassette subfamily F member 2	protein-coding
ENSG00000033100	CHPF2	chondroitin polymerizing factor 2	protein-coding
ENSG00000033122	LRRC7	leucine rich repeat containing 7	protein-coding
ENSG00000033170	FUT8	fucosyltransferase 8	protein-coding
ENSG00000033178	UBA6	ubiquitin like modifier activating enzyme 6	protein-coding
ENSG00000033327	GAB2	GRB2 associated binding protein 2	protein-coding
ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1	protein-coding
ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	protein-coding
ENSG00000033867	SLC4A7	solute carrier family 4 member 7	protein-coding
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2	protein-coding
ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3	protein-coding
ENSG00000034239	CLXN	calaxin	protein-coding
ENSG00000034510	TMSB10	thymosin beta 10	protein-coding
ENSG00000034533	ASTE1	asteroid structure-specific endonuclease 1	protein-coding
ENSG00000034677	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	protein-coding
ENSG00000034693	PEX3	peroxisomal biogenesis factor 3	protein-coding
ENSG00000034713	GABARAPL2	GABA type A receptor associated protein like 2	protein-coding
ENSG00000034971	MYOC	myocilin	protein-coding
ENSG00000035115	SH3YL1	SH3 and SYLF domain containing 1	protein-coding
ENSG00000035141	TIMCC	TIM double twin CX3C motif chaperone	protein-coding
ENSG00000035403	VCL	vinculin	protein-coding
ENSG00000035499	DEPDC1B	DEP domain containing 1B	protein-coding
ENSG00000035664	DAPK2	death associated protein kinase 2	protein-coding
ENSG00000035681	NSMAF	neutral sphingomyelinase activation associated factor	protein-coding
ENSG00000035687	ADSS2	adenylosuccinate synthase 2	protein-coding
ENSG00000035720	STAP1	signal transducing adaptor family member 1	protein-coding
ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2	protein-coding
ENSG00000035928	RFC1	replication factor C subunit 1	protein-coding
ENSG00000036054	TBC1D23	TBC1 domain family member 23	protein-coding
ENSG00000036257	CUL3	cullin 3	protein-coding
ENSG00000036448	MYOM2	myomesin 2	protein-coding
ENSG00000036473	OTC	ornithine transcarbamylase	protein-coding
ENSG00000036530	CYP46A1	cytochrome P450 family 46 subfamily A member 1	protein-coding
ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3	protein-coding
ENSG00000036565	SLC18A1	solute carrier family 18 member A1	protein-coding
ENSG00000036672	USP2	ubiquitin specific peptidase 2	protein-coding
ENSG00000036828	CASR	calcium sensing receptor	protein-coding
ENSG00000037042	TUBG2	tubulin gamma 2	protein-coding
ENSG00000037241	RPL26L1	ribosomal protein L26 like 1	protein-coding
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	protein-coding
ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase 2	protein-coding
ENSG00000037637	FBXO42	F-box protein 42	protein-coding
ENSG00000037749	MFAP3	microfibril associated protein 3	protein-coding
ENSG00000037757	MRI1	methylthioribose-1-phosphate isomerase 1	protein-coding
ENSG00000037897	METTL1	methyltransferase 1, tRNA methylguanosine	protein-coding
ENSG00000037965	HOXC8	homeobox C8	protein-coding
ENSG00000038002	AGA	aspartylglucosaminidase	protein-coding
ENSG00000038210	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	protein-coding
ENSG00000038219	BOD1L1	biorientation of chromosomes in cell division 1 like 1	protein-coding
ENSG00000038274	MAT2B	methionine adenosyltransferase 2 non-catalytic beta subunit	protein-coding
ENSG00000038295	TLL1	tolloid like 1	protein-coding
ENSG00000038358	EDC4	enhancer of mRNA decapping 4	protein-coding
ENSG00000038382	TRIO	trio Rho guanine nucleotide exchange factor	protein-coding
ENSG00000038427	VCAN	versican	protein-coding
ENSG00000038532	CLEC16A	C-type lectin domain containing 16A	protein-coding
ENSG00000038945	MSR1	macrophage scavenger receptor 1	protein-coding
ENSG00000039068	CDH1	cadherin 1	protein-coding
ENSG00000039123	MTREX	Mtr4 exosome RNA helicase	protein-coding
ENSG00000039139	DNAH5	dynein axonemal heavy chain 5	protein-coding
ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16	protein-coding
ENSG00000039523	RIPOR1	RHO family interacting cell polarization regulator 1	protein-coding
ENSG00000039537	C6	complement C6	protein-coding
ENSG00000039560	RAI14	retinoic acid induced 14	protein-coding
ENSG00000039600	SOX30	SRY-box transcription factor 30	protein-coding
ENSG00000039650	PNKP	polynucleotide kinase 3'-phosphatase	protein-coding
ENSG00000039987	BEST2	bestrophin 2	protein-coding
ENSG00000040199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	protein-coding
ENSG00000040275	SPDL1	spindle apparatus coiled-coil protein 1	protein-coding
ENSG00000040341	STAU2	staufen double-stranded RNA binding protein 2	protein-coding
ENSG00000040487	SLC66A1	solute carrier family 66 member 1	protein-coding
ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter	protein-coding
ENSG00000040608	RTN4R	reticulon 4 receptor	protein-coding
ENSG00000040633	PHF23	PHD finger protein 23	protein-coding
ENSG00000040731	CDH10	cadherin 10	protein-coding
ENSG00000040933	INPP4A	inositol polyphosphate-4-phosphatase type I A	protein-coding
ENSG00000041353	RAB27B	RAB27B, member RAS oncogene family	protein-coding
ENSG00000041357	PSMA4	proteasome 20S subunit alpha 4	protein-coding
ENSG00000041515	MYO16	myosin XVI	protein-coding
ENSG00000041802	LSG1	large 60S subunit nuclear export GTPase 1	protein-coding
ENSG00000041880	PARP3	poly(ADP-ribose) polymerase family member 3	protein-coding
ENSG00000041982	TNC	tenascin C	protein-coding
ENSG00000041988	THAP3	THAP domain containing 3	protein-coding
ENSG00000042062	RIPOR3	RIPOR family member 3	protein-coding
ENSG00000042088	TDP1	tyrosyl-DNA phosphodiesterase 1	protein-coding
ENSG00000042286	AIFM2	AIF family member 2, ferroptosis suppressor	protein-coding
ENSG00000042304	SLC19A4P	solute carrier family 19 member 4, pseudogene	
ENSG00000042317	SPATA7	spermatogenesis associated 7	protein-coding
ENSG00000042429	MED17	mediator complex subunit 17	protein-coding
ENSG00000042445	RETSAT	retinol saturase	protein-coding
ENSG00000042493	CAPG	capping actin protein, gelsolin like	protein-coding
ENSG00000042753	AP2S1	adaptor related protein complex 2 subunit sigma 1	protein-coding
ENSG00000042781	USH2A	usherin	protein-coding
ENSG00000042813	ZPBP	zona pellucida binding protein	protein-coding
ENSG00000042832	TG	thyroglobulin	protein-coding
ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28	protein-coding
ENSG00000043039	BARX2	BARX homeobox 2	protein-coding
ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1	protein-coding
ENSG00000043143	JADE2	jade family PHD finger 2	protein-coding
ENSG00000043355	ZIC2	Zic family zinc finger 2	protein-coding
ENSG00000043462	LCP2	lymphocyte cytosolic protein 2	protein-coding
ENSG00000043514	TRIT1	tRNA isopentenyltransferase 1	protein-coding
ENSG00000043591	ADRB1	adrenoceptor beta 1	protein-coding
ENSG00000044012	GUCA2B	guanylate cyclase activator 2B	protein-coding
ENSG00000044090	CUL7	cullin 7	protein-coding
ENSG00000044115	CTNNA1	catenin alpha 1	protein-coding
ENSG00000044446	PHKA2	phosphorylase kinase regulatory subunit alpha 2	protein-coding
ENSG00000044459	CNTLN	centlein	protein-coding
ENSG00000044524	EPHA3	EPH receptor A3	protein-coding
ENSG00000044574	HSPA5	heat shock protein family A (Hsp70) member 5	protein-coding
ENSG00000046604	DSG2	desmoglein 2	protein-coding
ENSG00000046647	GEMIN8	gem nuclear organelle associated protein 8	protein-coding
ENSG00000046651	OFD1	OFD1 centriole and centriolar satellite protein	protein-coding
ENSG00000046653	GPM6B	glycoprotein M6B	protein-coding
ENSG00000046774	MAGEC2	MAGE family member C2	protein-coding
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	protein-coding
ENSG00000047056	WDR37	WD repeat domain 37	protein-coding
ENSG00000047188	YTHDC2	YTH N6-methyladenosine RNA binding protein C2	protein-coding
ENSG00000047230	CTPS2	CTP synthase 2	protein-coding
ENSG00000047249	ATP6V1H	ATPase H+ transporting V1 subunit H	protein-coding
ENSG00000047315	POLR2B	RNA polymerase II subunit B	protein-coding
ENSG00000047346	ATOSA	atos homolog A	protein-coding
ENSG00000047365	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
ENSG00000047410	TPR	translocated promoter region, nuclear basket protein	protein-coding
ENSG00000047457	CP	ceruloplasmin	protein-coding
ENSG00000047578	KATNIP	katanin interacting protein	protein-coding
ENSG00000047579	DTNBP1	dystrobrevin binding protein 1	protein-coding
ENSG00000047597	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein	protein-coding
ENSG00000047617	ANO2	anoctamin 2	protein-coding
ENSG00000047621	FERRY3	FERRY endosomal RAB5 effector complex subunit 3	protein-coding
ENSG00000047634	SCML1	Scm polycomb group protein like 1	protein-coding
ENSG00000047644	WWC3	WWC family member 3	protein-coding
ENSG00000047648	ARHGAP6	Rho GTPase activating protein 6	protein-coding
ENSG00000047662	FAM184B	family with sequence similarity 184 member B	protein-coding
ENSG00000047849	MAP4	microtubule associated protein 4	protein-coding
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	protein-coding
ENSG00000047936	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	protein-coding
ENSG00000048028	USP28	ubiquitin specific peptidase 28	protein-coding
ENSG00000048052	HDAC9	histone deacetylase 9	protein-coding
ENSG00000048140	TSPAN17	tetraspanin 17	protein-coding
ENSG00000048162	NOP16	NOP16 nucleolar protein	protein-coding
ENSG00000048342	CC2D2A	coiled-coil and C2 domain containing 2A	protein-coding
ENSG00000048392	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	protein-coding
ENSG00000048405	ZNF800	zinc finger protein 800	protein-coding
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17	protein-coding
ENSG00000048471	SNX29	sorting nexin 29	protein-coding
ENSG00000048540	LMO3	LIM domain only 3	protein-coding
ENSG00000048544	MRPS10	mitochondrial ribosomal protein S10	protein-coding
ENSG00000048545	GUCA1A	guanylate cyclase activator 1A	protein-coding
ENSG00000048649	RSF1	remodeling and spacing factor 1	protein-coding
ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D	protein-coding
ENSG00000048740	CELF2	CUGBP Elav-like family member 2	protein-coding
