gene,expression
SHBG,1
SHC1,1138
SHC2,351
SHC3,28
SHC4,36
SHCBP1,6
SHCBP1L,0
SHD,1
SHE,27
SHF,19
SHFM1,2885
SHH,1
SHISA2,25
SHISA3,0
SHISA4,260
SHISA5,1362
SHISA6,11
SHISA7,27
SHISA9,0
SHKBP1,332
SHMT1,21
SHMT2,542
SHOC2,729
SHOX,0
SHOX2,0
SHPK,37
SHPRH,131
SHQ1,87
SHROOM1,168
SHROOM2,100
SHROOM3,223
SHROOM4,11
SHTN1,496
SI,0
SIAE,181
SIAH1,320
SIAH2,344
SIAH3,0
SIDT1,33
SIDT2,342
SIGIRR,252
SIGLEC1,0
SIGLEC10,0
SIGLEC11,7
SIGLEC12,0
SIGLEC14,1
SIGLEC15,11
SIGLEC17P,1
SIGLEC5,0
SIGLEC6,1
SIGLEC7,4
SIGLEC8,1
SIGLEC9,6
SIGLECL1,0
SIGMAR1,548
SIK1,1
SIK2,1138
SIK3,440
SIKE1,514
SIL1,1109
SIM1,207
SIM2,0
SIMC1,144
SIN3A,202
SIN3B,285
SIPA1,143
SIPA1L1,261
SIPA1L2,270
SIPA1L3,483
SIRPA,170
SIRPB1,0
SIRPB2,0
SIRPD,0
SIRPG,0
SIRT1,246
SIRT2,269
SIRT3,159
SIRT4,18
SIRT5,121
SIRT6,148
SIRT7,96
SIT1,2
SIVA1,1149
SIX1,1
SIX2,105
SIX3,55
SIX4,34
SIX5,158
SIX6,1
SKA1,0
SKA2,387
SKA3,0
SKAP1,22
SKAP2,275
SKI,256
SKIL,320
SKINTL,0
SKIV2L,256
SKIV2L2,333
SKOR1,2
SKOR2,0
SKP1,3938
SKP2,57
SLA,16
SLA2,4
SLAIN1,131
SLAIN2,528
SLAMF1,0
SLAMF6,0
SLAMF7,28
SLAMF8,17
SLAMF9,2
SLBP,495
SLC10A1,0
SLC10A2,0
SLC10A3,216
SLC10A4,1
SLC10A5,7
SLC10A6,0
SLC10A7,121
SLC11A1,20
SLC11A2,461
SLC12A1,0
SLC12A2,169
SLC12A3,1
SLC12A4,72
SLC12A5,51
SLC12A6,210
SLC12A7,881
SLC12A8,63
SLC12A9,90
SLC13A1,1
SLC13A2,0
SLC13A3,10
SLC13A4,0
SLC13A5,0
SLC14A1,29
SLC14A2,3
SLC15A1,9
SLC15A2,6
SLC15A3,72
SLC15A4,458
SLC16A1,61
SLC16A10,50
SLC16A11,32
SLC16A12,313
SLC16A13,6
SLC16A14,25
SLC16A2,51
SLC16A3,158
SLC16A4,27
SLC16A5,23
SLC16A6,60
SLC16A7,121
SLC16A8,4
SLC16A9,229
SLC17A1,0
SLC17A2,5
SLC17A3,0
SLC17A4,5
SLC17A5,686
SLC17A6,184
SLC17A7,16
SLC17A8,0
SLC17A9,25
SLC18A1,0
SLC18A2,225
SLC18A3,6
SLC18B1,224
SLC19A1,36
SLC19A2,102
SLC19A3,1
SLC1A1,88
SLC1A2,40
SLC1A3,4
SLC1A4,384
SLC1A5,225
SLC1A6,0
SLC1A7,5
SLC20A1,175
SLC20A2,280
SLC22A1,5
SLC22A10,0
SLC22A11,0
SLC22A12,0
SLC22A13,0
SLC22A14,3
SLC22A15,109
SLC22A16,1
SLC22A17,2165
SLC22A18,28
SLC22A18AS,5
SLC22A2,0
SLC22A20,0
SLC22A23,8
SLC22A24,0
SLC22A25,0
SLC22A3,22
SLC22A4,7
SLC22A5,133
SLC22A6,0
SLC22A7,0
SLC22A8,0
SLC22A9,0
SLC23A1,0
SLC23A2,281
SLC23A3,0
SLC24A1,45
SLC24A2,0
SLC24A3,25
SLC24A4,0
SLC24A5,2
SLC25A1,1016
SLC25A10,128
SLC25A11,395
SLC25A12,138
SLC25A13,180
SLC25A14,226
SLC25A15,12
SLC25A16,120
SLC25A17,237
SLC25A18,0
SLC25A19,53
SLC25A2,0
SLC25A20,335
SLC25A21,7
SLC25A22,492
SLC25A23,519
SLC25A24,437
SLC25A25,479
SLC25A26,291
SLC25A27,65
SLC25A28,504
SLC25A29,347
SLC25A3,3781
SLC25A30,103
SLC25A31,3
SLC25A32,357
SLC25A33,307
SLC25A34,114
SLC25A35,107
SLC25A36,640
SLC25A37,530
SLC25A38,371
SLC25A39,3440
SLC25A3P1,0
SLC25A4,1243
SLC25A40,166
SLC25A41,4
SLC25A42,209
SLC25A43,43
SLC25A44,317
SLC25A45,10
SLC25A46,332
SLC25A47,1
SLC25A48,0
SLC25A5,2973
SLC25A51,145
SLC25A52,6
SLC25A53,139
SLC25A6,4377
SLC26A1,0
SLC26A10,9
SLC26A11,114
SLC26A2,340
SLC26A3,2
SLC26A4,3
SLC26A5,0
SLC26A6,53
SLC26A7,2
SLC26A8,0
SLC26A9,4
SLC27A1,121
SLC27A2,53
SLC27A3,150
SLC27A4,265
SLC27A5,256
SLC27A6,9
SLC28A1,0
SLC28A2,0
SLC28A3,7
SLC29A1,1187
SLC29A2,53
SLC29A3,57
SLC29A4,798
SLC2A1,203
SLC2A10,0
SLC2A11,103
SLC2A12,32
SLC2A13,1183
SLC2A14,116
SLC2A2,46
SLC2A3,254
SLC2A4,1
SLC2A4RG,238
SLC2A5,2
SLC2A6,110
SLC2A7,0
SLC2A8,154
SLC2A9,15
SLC30A1,196
SLC30A10,0
SLC30A2,27
SLC30A3,1
SLC30A4,67
SLC30A5,625
SLC30A6,270
SLC30A7,328
SLC30A8,6091
SLC30A9,636
SLC31A1,540
SLC31A2,75
SLC32A1,0
SLC33A1,501
SLC34A1,0
SLC34A2,7
SLC34A3,0
SLC35A1,153
SLC35A2,542
SLC35A3,145
SLC35A4,469
SLC35A5,386
SLC35B1,1679
SLC35B2,828
SLC35B3,275
SLC35B4,90
SLC35C1,184
SLC35C2,405
SLC35D1,140
SLC35D2,388
SLC35D3,78
SLC35E1,466
SLC35E2,6
SLC35E2B,461
SLC35E3,139
SLC35E4,30
SLC35F1,22
SLC35F2,56
SLC35F3,242
SLC35F4,28
SLC35F5,317
SLC35F6,407
SLC35G1,76
SLC35G2,329
SLC35G3,2
SLC35G5,2
SLC35G6,0
SLC36A1,75
SLC36A2,0
SLC36A3,0
SLC36A4,655
SLC37A1,469
SLC37A2,9
SLC37A3,216
SLC37A4,836
SLC38A1,200
SLC38A10,923
SLC38A11,12
SLC38A2,1275
SLC38A3,7
SLC38A4,215
SLC38A5,91
SLC38A6,39
SLC38A7,124
SLC38A9,88
SLC39A1,1446
SLC39A10,101
SLC39A11,118
SLC39A12,2
SLC39A13,532
SLC39A14,1363
SLC39A2,0
SLC39A3,410
SLC39A4,331
SLC39A5,67
SLC39A6,623
SLC39A7,565
SLC39A8,91
SLC39A9,1516
SLC3A1,75
SLC3A2,2332
SLC40A1,408
SLC41A1,363
SLC41A2,105
SLC41A3,460
SLC43A1,105
SLC43A2,300
SLC43A3,334
SLC44A1,608
SLC44A2,432
SLC44A3,289
SLC44A4,53
SLC44A5,21
SLC45A1,63
SLC45A2,1
SLC45A3,304
SLC45A4,145
SLC46A1,209
SLC46A2,1
SLC46A3,129
SLC47A1,0
SLC47A2,0
SLC48A1,342
SLC4A1,0
SLC4A10,179
SLC4A11,2
SLC4A1AP,294
SLC4A2,402
SLC4A3,67
SLC4A4,419
SLC4A5,9
SLC4A7,310
SLC4A8,396
SLC4A9,0
SLC50A1,403
SLC51A,2
SLC51B,0
SLC52A1,1
SLC52A2,530
SLC52A3,5
SLC5A1,50
SLC5A10,0
SLC5A11,1
SLC5A12,0
SLC5A2,5
SLC5A3,119
SLC5A4,2
SLC5A5,0
SLC5A6,134
SLC5A7,0
SLC5A8,7
SLC5A9,0
SLC6A1,2
SLC6A10P,1
SLC6A11,0
SLC6A12,2
SLC6A13,0
SLC6A14,18
SLC6A15,0
SLC6A16,2
SLC6A17,695
SLC6A18,0
SLC6A19,6
SLC6A2,0
SLC6A20,5
SLC6A3,0
SLC6A4,110
SLC6A5,0
SLC6A6,1453
SLC6A7,0
SLC6A8,172
SLC6A9,0
SLC7A1,1019
SLC7A10,0
SLC7A11,250
SLC7A13,0
SLC7A14,241
SLC7A2,3685
SLC7A3,0
SLC7A4,46
SLC7A5,1404
SLC7A6,79
SLC7A6OS,135
SLC7A7,42
SLC7A8,1895
SLC7A9,7
SLC8A1,196
SLC8A2,377
SLC8A3,70
SLC8B1,64
SLC9A1,183
SLC9A2,1
SLC9A3,0
SLC9A3R1,864
SLC9A3R2,647
SLC9A4,0
SLC9A5,5
SLC9A6,233
SLC9A7,189
SLC9A8,119
SLC9A9,106
SLC9B1,13
SLC9B2,236
SLC9C1,8
SLC9C2,0
SLCO1A2,93
SLCO1B1,1
SLCO1B3,1
SLCO1B7,0
SLCO1C1,0
SLCO2A1,53
SLCO2B1,20
SLCO3A1,227
SLCO4A1,34
SLCO4C1,2
SLCO5A1,303
SLCO6A1,0
SLF1,40
SLF2,226
SLFN11,66
SLFN12,10
SLFN12L,0
SLFN13,2
SLFN14,0
SLFN5,162
SLFNL1,1
SLIRP,2384
SLIT1,129
SLIT2,20
SLIT2-IT1,0
SLIT3,79
SLITRK1,16
SLITRK2,1
SLITRK3,0
SLITRK4,2
SLITRK5,2
SLITRK6,38
SLK,781
SLMAP,289
SLMO1,17
SLMO2,1303
SLN,1
SLPI,105
SLTM,846
SLU7,447
SLURP1,0
SLX1A,1
SLX1A-SULT1A3,0
SLX1B,0
SLX1B-SULT1A4,0
SLX4,1
SLX4IP,96
SMAD1,200
SMAD2,599
SMAD3,383
SMAD4,288
SMAD5,551
SMAD6,122
SMAD7,280
SMAD9,181
SMAGP,98
SMAP1,735
SMAP2,307
SMARCA1,595
SMARCA2,1547
SMARCA4,624
SMARCA5,708
SMARCAD1,233
SMARCAL1,95
SMARCB1,644
SMARCC1,451
SMARCC2,426
SMARCD1,415
SMARCD2,468
SMARCD3,146
SMARCE1,1031
SMC1A,195
SMC1B,0
SMC2,128
SMC3,657
SMC4,169
SMC5,326
SMC6,150
SMCHD1,59
SMCO1,0
SMCO3,0
SMCO4,761
SMCP,0
SMCR2,0
SMCR8,160
SMDT1,2820
SMG1,272
SMG1P1,35
SMG1P3,31
SMG1P4,1
SMG1P5,31
SMG1P7,10
SMG5,309
SMG6,233
SMG7,465
SMG8,113
SMG9,155
SMIM1,224
SMIM10,7
SMIM10L1,480
SMIM10L2A,18
SMIM10L2B,35
SMIM11,180
SMIM12,575
SMIM13,164
SMIM14,1376
SMIM15,513
SMIM17,0
SMIM18,23
SMIM19,583
SMIM2,0
SMIM20,449
SMIM21,0
SMIM22,902
SMIM23,0
SMIM24,352
SMIM3,347
SMIM4,773
SMIM5,216
SMIM6,595
SMIM7,1021
SMIM8,211
SMKR1,75
SMLR1,5
SMN1,3
SMN2,1
SMNDC1,384
SMO,33
SMOC1,1577
SMOC2,4
SMOX,162
SMPD1,1845
SMPD2,84
SMPD3,76
SMPD4,67
SMPD4P1,0
SMPDL3A,304
SMPDL3B,86
SMPX,0
SMR3A,0
SMR3B,0
SMS,796
SMTN,241
SMTNL2,0
SMU1,208
SMUG1,117
SMURF1,218
SMURF2,116
SMYD1,0
SMYD2,126
SMYD3,105
SMYD3-IT1,0
SMYD4,74
SMYD5,190
SNAI1,166
SNAI2,248
SNAI3,2
SNAP23,382
SNAP25,1616
SNAP29,286
SNAP47,258
SNAP91,153
SNAPC1,159
SNAPC2,343
SNAPC3,321
SNAPC4,87
SNAPC5,380
SNAPIN,450
SNCA,178
SNCAIP,3
SNCB,204
SNCG,21
SND1,2162
SNED1,3
SNF8,940
SNHG1,481
SNHG10,139
SNHG11,206
SNHG12,281
SNHG14,343
SNHG15,479
SNHG16,1488
SNHG17,300
SNHG18,220
SNHG19,1294
SNHG20,53
SNHG21,283
SNHG22,1
SNHG25,411
SNHG3,507
SNHG4,0
SNHG5,1812
SNHG6,3156
SNHG7,1153
SNHG8,3604
SNHG9,427
SNIP1,168
SNN,127
SNPH,139
SNRK,386
SNRNP200,873
SNRNP25,338
SNRNP27,272
SNRNP35,254
SNRNP40,149
SNRNP48,243
SNRNP70,1063
SNRPA,451
SNRPA1,547
SNRPB,2012
SNRPB2,835
SNRPC,1131
SNRPD1,1087
SNRPD2,4479
SNRPD3,959
SNRPE,1130
SNRPF,1788
SNRPG,2603
SNRPN,4483
SNTA1,162
SNTB1,4
SNTB2,143
SNTG1,19
SNTG2,11
SNTN,0
SNU13,3890
SNUPN,167
SNURF,136
SNW1,579
SNX1,640
SNX10,345
SNX11,322
SNX12,569
SNX13,356
SNX14,559
SNX15,0
SNX16,149
SNX17,1182
SNX18,240
SNX19,665
SNX2,563
SNX20,0
SNX21,62
SNX22,25
SNX24,150
SNX25,161
SNX27,359
SNX29,14
SNX29P2,3
SNX3,1646
SNX30,0
SNX31,0
SNX32,5
SNX33,126
SNX4,309
SNX5,564
SNX6,452
SNX7,367
SNX8,149
SNX9,1056
SOAT1,492
SOAT2,1
SOBP,9
SOCS1,218
SOCS2,523
SOCS3,585
SOCS4,314
SOCS5,213
SOCS6,371
SOCS7,198
SOD1,4479
SOD2,3952
SOD3,601
SOGA1,2
SOGA3,31
SOHLH1,0
SOHLH2,5
SON,2000
SORBS1,80
SORBS2,900
SORBS3,331
SORCS1,8
SORCS2,7
SORCS3,0
SORD,216
SORD2P,24
SORL1,1025
SORT1,1326
SOS1,358
SOS2,368
SOST,0
SOSTDC1,0
SOWAHA,151
SOWAHB,3
SOWAHC,153
SOWAHD,0
SOX1,0
SOX10,16
SOX11,4
SOX12,115
SOX13,274
SOX14,0
SOX15,31
SOX17,37
SOX18,399
SOX2,7
SOX2-OT,2
SOX21,0
SOX3,0
SOX30,1
SOX4,1890
SOX5,50
SOX6,177
SOX7,60
SOX8,4
SOX9,248
SP1,202
SP100,694
SP110,38
SP140,1
SP140L,12
SP2,146
SP3,388
SP4,72
SP5,17
SP6,17
SP7,0
SP8,0
SPA17,98
SPACA1,0
SPACA3,1
SPACA4,0
SPACA5,0
SPACA5B,0
SPACA6P,74
SPACA7,0
SPAG1,143
SPAG11A,0
SPAG11B,0
SPAG16,461
SPAG17,0
SPAG4,42
SPAG5,20
SPAG6,65
SPAG7,618
SPAG8,23
SPAG9,642
SPAM1,1
SPANXA1,0
SPANXA2,0
SPANXA2-OT1,1
SPANXB1,0
SPANXC,0
SPANXD,0
SPANXN1,0
SPANXN2,0
SPANXN3,0
SPANXN4,0
SPANXN5,0
SPARC,3597
SPARCL1,146
SPAST,178
SPATA1,24
SPATA12,1
SPATA13,229
SPATA16,1
SPATA17,47
SPATA18,84
SPATA19,0
SPATA2,199
SPATA20,55
SPATA21,1
SPATA22,0
SPATA24,30
SPATA25,0
SPATA2L,174
SPATA3,0
SPATA31A1,0
SPATA31A3,0
SPATA31A5,0
SPATA31A7,0
SPATA31C1,0
SPATA31D1,0
SPATA31D3,0
SPATA31D4,0
SPATA31D5P,1
SPATA31E1,0
SPATA32,0
SPATA33,74
SPATA4,12
SPATA41,4
SPATA42,1
SPATA45,0
SPATA5,35
SPATA5L1,54
SPATA6,62
SPATA6L,16
SPATA7,136
SPATA8,2
SPATA9,8
SPATC1,1
SPATC1L,333
SPATS1,4
SPATS2,273
SPATS2L,1530
SPC24,0
SPC25,286
SPCS1,2568
SPCS2,2800
SPCS3,1199
SPDEF,3
SPDL1,82
SPDYA,9
SPDYC,0
SPDYE1,11
SPDYE10P,0
SPDYE11,0
SPDYE16,0
SPDYE2,0
SPDYE2B,0
SPDYE3,2
SPDYE4,0
SPDYE5,0
SPDYE7P,0
SPDYE8P,0
SPDYE9P,0
SPECC1,71
SPECC1L,370
SPECC1L-ADORA2A,0
SPEF1,43
SPEF2,44
SPEG,216
SPEM1,0
SPEN,439
SPERT,0
SPESP1,8
SPG11,220
SPG20,516
SPG21,1524
SPG7,478
SPHAR,62
SPHK1,378
SPHK2,277
SPHKAP,0
SPI1,63
SPIB,7
SPIC,0
SPICE1,137
SPIDR,387
SPIN1,956
SPIN2A,1
SPIN2B,46
SPIN3,17
SPIN4,38
SPINK1,18936
SPINK13,0
SPINK14,0
SPINK2,26
SPINK4,10
SPINK5,1
SPINK6,0
SPINK7,0
SPINK9,0
SPINT1,1149
SPINT2,6198
SPINT3,0
SPINT4,0
SPIRE1,567
SPIRE2,120
SPN,0
SPNS1,260
SPNS2,123
SPNS3,3
SPO11,0
SPOCD1,29
SPOCK1,224
SPOCK2,55
SPOCK3,18
SPON1,48
SPON2,894
SPOP,528
SPOPL,257
SPP1,2117
SPP2,0
SPPL2A,507
SPPL2B,288
SPPL2C,0
SPPL3,455
SPR,529
SPRED1,178
SPRED2,285
SPRED3,243
SPRN,10
SPRR1A,1
SPRR1B,11
SPRR2A,1
SPRR2B,2
SPRR2D,0
SPRR2E,0
SPRR2G,0
SPRR3,17
SPRR4,0
SPRTN,112
SPRY1,219
SPRY2,220
SPRY3,8
SPRY4,179
SPRYD3,1693
SPRYD4,328
SPRYD7,375
SPSB1,358
SPSB2,205
SPSB3,348
SPSB4,12
SPTA1,0
SPTAN1,768
SPTB,610
SPTBN1,2072
SPTBN2,288
SPTBN4,172
SPTBN5,3
SPTLC1,129
SPTLC2,257
SPTLC3,31
SPTSSA,560
SPTSSB,209
SPTY2D1,422
SPX,10
SPZ1,0
SQLE,563
SQRDL,390
SQSTM1,8048
SRA1,589
SRBD1,206
SRC,333
SRCAP,3
SRCIN1,139
SRD5A1,544
SRD5A2,1
SRD5A3,258
SREBF1,896
SREBF2,578
SREK1,410
SREK1IP1,597
SRF,314
SRFBP1,106
SRGAP1,117
SRGAP2,228
SRGAP2B,215
SRGAP3,111
SRGN,382
SRI,783
SRL,1
SRM,1398
SRMS,0
SRP14,9027
SRP19,969
SRP54,840
SRP68,728
SRP72,2098
SRP9,2073
SRPK1,280
SRPK2,391
SRPK3,7
SRPR,2712
SRPRB,208
SRPX,25
SRPX2,140
SRR,123
SRRD,222
SRRM1,715
SRRM2,940
SRRM3,61
SRRM4,4
SRRM5,3
SRRT,244
SRSF1,957
SRSF10,575
SRSF11,1124
SRSF12,131
SRSF2,1880
SRSF3,2439
SRSF4,686
SRSF5,1381
SRSF6,433
SRSF7,1041
SRSF8,881
SRSF9,2041
SRXN1,0
SRY,18
SS18,961
SS18L1,146
SS18L2,442
SSB,743
SSBP1,615
SSBP2,684
SSBP3,826
SSBP4,821
SSC4D,12
SSC5D,19
SSFA2,376
SSH1,436
SSH2,119
SSH3,160
SSMEM1,0
SSNA1,879
SSPN,122
SSPO,5
SSR1,2716
SSR2,4117
SSR3,3187
SSR4,4158
SSRP1,1289
SSSCA1,244
SST,515451
SSTR1,544
SSTR2,985
SSTR3,422
SSTR4,0
SSTR5,1
SSU72,1734
SSUH2,0
SSX1,0
SSX2,0
SSX2B,0
SSX2IP,429
SSX3,0
SSX4,0
SSX4B,0
SSX5,0
SSX6,0
ST13,3222
ST14,1177
ST18,343
ST20,196
ST3GAL1,280
ST3GAL2,172
ST3GAL3,81
ST3GAL4,59
ST3GAL5,131
ST3GAL6,192
ST5,283
ST6GAL1,78
ST6GAL2,0
ST6GAL2-IT1,0
ST6GALNAC1,0
ST6GALNAC2,37
ST6GALNAC3,16
ST6GALNAC4,430
ST6GALNAC5,59
ST6GALNAC6,338
ST7,216
ST7-OT4,2
ST7L,72
ST8SIA1,20
ST8SIA2,4
ST8SIA3,506
ST8SIA4,68
ST8SIA5,16
ST8SIA6,1
STAB1,64
STAB2,1
STAC,3
STAC2,1
STAC3,30
STAG1,254
STAG2,753
STAG3,4
STAG3L1,0
STAG3L2,41
STAG3L3,210
STAG3L4,119
STAG3L5P,10
STAG3L5P-PVRIG2P-PILRB,75
STAM,187
STAM2,303
STAMBP,333
STAMBPL1,57
STAP1,4
STAP2,121
STAR,0
STARD10,1334
STARD13,130
STARD3,368
STARD3NL,600
STARD4,325
STARD5,30
STARD6,0
STARD7,974
STARD8,15
STARD9,5
STAT1,723
STAT2,369
STAT3,792
STAT4,31
STAT5A,94
STAT5B,327
STAT6,423
STATH,0
STAU1,1208
STAU2,299
STC1,1101
STC2,187
STEAP1,32
STEAP1B,0
STEAP2,368
STEAP3,117
STEAP4,25
STH,0
STIL,9
STIM1,563
STIM2,239
STIP1,1599
STK10,114
STK11,333
STK11IP,111
STK16,421
STK17A,294
STK17B,97
STK19,559
STK24,1275
STK25,594
STK26,100
STK3,131
STK31,1
STK32A,3
STK32B,35
STK32C,167
STK33,130
STK35,0
STK36,91
STK38,193
STK38L,192
STK39,239
STK4,173
STK40,643
STKLD1,8
STMN1,675
STMN2,1063
STMN3,454
STMN4,5
STMND1,1
STOM,716
STOML1,207
STOML2,557
STOML3,0
STON1,32
STON1-GTF2A1L,0
STON2,42
STOX1,1
STOX2,83
STPG1,40
STPG2,0
STRA13,646
STRA6,4
STRA8,0
STRADA,238
STRADB,136
STRAP,2028
STRBP,245
STRC,3
STRIP1,242
STRIP2,3
STRN,121
STRN3,379
STRN4,484
STS,31
STT3A,737
STT3B,947
STUB1,1471
STX10,329
STX11,16
STX12,747
STX16,554
STX17,142
STX18,216
STX19,10
STX1A,2286
STX1B,2
STX2,133
STX3,688
STX4,387
STX5,576
STX6,174
STX7,243
STX8,346
STXBP1,1548
STXBP2,424
STXBP3,280
STXBP4,69
STXBP5,562
STXBP5L,85
STXBP6,321
STYK1,0
STYX,158
STYXL1,550
SUB1,2471
SUCLA2,293
SUCLG1,965
SUCLG2,393
SUCNR1,14
SUCO,1599
SUDS3,287
SUFU,28
SUGCT,12
SUGP1,167
SUGP2,478
SUGT1,628
SUGT1P3,15
SULF1,216
SULF2,113
SULT1A1,68
SULT1A2,8
SULT1A3,1
SULT1A4,0
SULT1B1,9
SULT1C2,1
SULT1C2P1,0
SULT1C3,0
SULT1C4,0
SULT1E1,0
SULT2A1,0
SULT2B1,14
SULT4A1,58
SULT6B1,0
SUMF1,141
SUMF2,588
SUMO1,1510
SUMO2,3369
SUMO3,1768
SUMO4,1328
SUN1,798
SUN2,642
SUN3,1
SUN5,0
SUOX,258
SUPT16H,621
SUPT20H,208
SUPT3H,81
SUPT4H1,749
SUPT5H,816
SUPT6H,402
SUPT7L,320
SUPV3L1,57
SURF1,1026
SURF2,437
SURF4,7380
SURF6,291
SUSD1,128
SUSD2,57
SUSD3,2
SUSD4,535
SUSD5,5
SUSD6,431
SUV39H1,8
SUV39H2,45
SUV420H1,360
SUV420H2,62
SUZ12,419
SUZ12P1,159
SV2A,559
SV2B,27
SV2C,3
SVBP,315
SVEP1,0
SVIL,175
SVIP,1694
SVOP,201
SVOPL,0
SWAP70,298
SWI5,537
SWSAP1,21
SWT1,97
SYAP1,582
SYBU,364
SYCE1,3
SYCE1L,67
SYCE2,2
SYCE3,23
SYCN,4768
SYCP1,0
SYCP2,5
SYCP2L,2
SYCP3,2
SYDE1,113
SYDE2,4
SYF2,608
SYK,106
SYMPK,226
SYN1,203
SYN2,0
SYN3,0
SYNC,22
SYNCRIP,1180
SYNDIG1,42
SYNDIG1L,0
SYNE1,225
SYNE2,729
SYNE3,19
SYNE4,449
SYNGAP1,184
SYNGR1,167
SYNGR2,2751
SYNGR3,204
SYNGR4,1339
SYNJ1,132
SYNJ2,604
SYNJ2BP,555
SYNJ2BP-COX16,143
SYNM,58
SYNPO,635
SYNPO2,38
SYNPO2L,0
SYNPR,5
SYNRG,425
SYP,1079
SYPL1,728
SYPL2,34
SYS1,378
SYS1-DBNDD2,0
SYT1,27
SYT10,1
SYT11,604
SYT12,3
SYT13,1112
SYT14,212
SYT15,5
SYT16,874
SYT17,459
SYT2,0
SYT3,43
SYT4,1629
SYT5,841
SYT6,0
SYT7,1890
SYT8,23
SYT9,28
SYTL1,414
SYTL2,45
SYTL3,29
SYTL4,46
SYTL5,4
SYVN1,702
SZRD1,1283
SZT2,138
T,0
TAAR1,0
TAAR2,0
TAAR5,0
TAAR6,0
TAAR8,0
TAAR9,0
TAB1,153
TAB2,569
TAB3,123
TAC1,5
TAC3,0
TAC4,0
TACC1,805
TACC2,99
TACC3,49
TACO1,127
TACR1,2
TACR2,1
TACR3,0
TACSTD2,2252
TADA1,115
TADA2A,140
TADA2B,276
TADA3,889
TAF1,57
TAF10,1307
TAF11,426
TAF12,377
TAF13,10
TAF15,601
TAF1A,37
TAF1B,50
TAF1C,98
TAF1D,873
TAF1L,0
TAF2,295
TAF3,160
TAF4,93
TAF4B,25
TAF5,31
TAF5L,169
TAF6,443
TAF6L,45
TAF7,1235
TAF7L,1
TAF8,69
TAF9,557
TAF9B,203
TAGAP,4
TAGLN,816
TAGLN2,8958
TAGLN3,602
TAL1,9
TAL2,0
TALDO1,1889
TAMM41,122
TANC1,55
TANC2,297
TANGO2,171
TANGO6,81
TANK,416
TAOK1,775
TAOK2,170
TAOK3,686
TAP1,371
TAP2,152
TAPBP,1715
TAPBPL,130
TAPT1,419
TARBP1,118
TARBP2,197
TARDBP,1173
TARID,0
TARM1,0
TARS,915
TARS2,68
TARSL2,116
TAS1R1,1
TAS1R2,0
TAS1R3,0
TAS2R1,0
TAS2R10,0
TAS2R12,0
TAS2R13,0
TAS2R14,1
TAS2R16,0
TAS2R19,0
TAS2R20,0
TAS2R3,0
TAS2R30,0
TAS2R31,0
TAS2R38,0
TAS2R39,0
TAS2R4,0
TAS2R40,0
TAS2R41,0
TAS2R42,0
TAS2R43,0
TAS2R46,0
TAS2R5,0
TAS2R50,0
TAS2R60,0
TAS2R7,0
TAS2R8,0
TAS2R9,0
TASP1,166
TAT,8
TATDN1,626
TATDN2,225
TATDN3,304
TAX1BP1,1972
TAX1BP3,716
TAZ,152
TBATA,0
TBC1D1,398
TBC1D10A,129
TBC1D10B,451
TBC1D10C,1
TBC1D12,65
TBC1D13,198
TBC1D14,232
TBC1D15,427
TBC1D16,150
TBC1D17,320
TBC1D19,110
TBC1D2,62
TBC1D20,305
TBC1D21,0
TBC1D22A,590
TBC1D22B,133
TBC1D23,330
TBC1D24,91
TBC1D25,221
TBC1D26,0
TBC1D27,0
TBC1D28,0
TBC1D29,0
TBC1D2B,198
TBC1D3,0
TBC1D30,152
TBC1D31,35
TBC1D32,72
TBC1D3B,0
TBC1D3C,3
TBC1D3D,2
TBC1D3E,0
TBC1D3F,0
TBC1D3G,5
TBC1D3H,0
TBC1D3I,0
TBC1D3K,0
TBC1D3L,0
TBC1D3P1-DHX40P1,1
TBC1D3P2,1
TBC1D3P5,0
TBC1D4,536
TBC1D5,436
TBC1D7,164
TBC1D8,61
TBC1D8B,258
TBC1D9,510
TBC1D9B,527
TBCA,3502
TBCB,914
TBCC,589
TBCCD1,60
TBCD,201
TBCE,132
TBCEL,152
TBCK,151
TBK1,374
TBKBP1,66
TBL1X,947
TBL1XR1,569
TBL1Y,16
TBL2,377
TBL3,196
TBP,181
TBPL1,206
TBPL2,1297
TBR1,0
TBRG1,313
TBRG4,344
TBX1,1
TBX10,0
TBX15,0
TBX18,0
TBX19,2
TBX2,150
TBX20,0
TBX21,0
TBX22,0
TBX3,204
TBX4,0
TBX5,0
TBX6,16
TBXA2R,21
TBXAS1,40
TC2N,377
TCAF1,99
TCAF2,24
TCAIM,156
TCAM1P,1
TCAP,5
TCEA1,1263
TCEA2,618
TCEA3,132
TCEAL1,500
TCEAL2,543
TCEAL3,981
TCEAL4,1187
TCEAL5,84
TCEAL6,173
TCEAL7,52
TCEAL8,720
TCEANC,5
TCEANC2,37
TCEB1,1466
TCEB2,3088
TCEB3,518
TCEB3B,0
TCEB3C,0
TCEB3CL,0
TCEB3CL2,0
TCERG1,362
TCERG1L,86
TCF12,196
TCF15,19
TCF19,23
TCF20,301
TCF21,16
TCF23,0
TCF25,1257
TCF3,252
TCF4,522
TCF7,22
TCF7L1,46
TCF7L2,252
TCFL5,40
TCHH,2
TCHHL1,4
TCHP,65
TCIRG1,69
TCL1A,0
TCL1B,0
TCL6,0
TCN1,42
TCN2,44
